id,target
2293,0
2295,1
2302,0
2305,1
2310,1
2313,0
2316,0
2320,1
2322,1
2323,1
2326,0
2328,0
2331,1
2335,1
2338,1
2343,1
2344,0
2345,0
2353,0
2355,1
2357,0
2360,0
2365,1
2369,0
2371,1
2378,0
2380,1
2381,0
2383,0
2384,1
2392,0
2393,0
2401,0
2403,1
2404,0
2405,1
2407,0
2411,0
2424,0
2426,0
2431,1
2433,1
2434,0
2436,0
2439,0
2444,1
2447,0
2448,1
2449,0
2450,0
2461,1
2469,0
2472,0
2473,0
2474,0
2477,0
2481,0
2484,1
2495,0
2503,0
2509,0
2511,0
2518,0
2522,1
2525,1
2526,0
2529,0
2533,1
2549,0
2551,0
2558,1
2562,1
2563,1
2567,0
2574,0
2577,1
2578,1
2580,0
2581,1
2583,1
2584,1
2586,1
2589,1
2595,1
2596,1
2600,0
2601,1
2607,1
2610,1
2613,1
2615,1
2618,0
2620,0
2623,1
2626,0
2630,1
2634,1
2636,1
2638,1
2639,1
2646,1
2650,1
2652,1
2653,0
2654,0
2662,0
2665,1
2669,0
2674,1
2678,1
2681,1
2685,0
2686,1
2690,0
2697,1
2699,0
2704,0
2705,0
2710,0
2712,1
2713,0
2716,0
2717,0
2718,0
2721,0
2722,0
2735,0
2737,0
2738,0
2742,0
2745,0
2746,1
2747,1
2750,0
2751,1
2754,1
2762,0
2764,1
2772,1
2775,0
2776,1
2779,1
2781,1
2789,1
2790,0
2791,1
2798,0
2800,0
2804,1
2805,1
2806,1
2809,1
2810,1
2812,0
2814,1
2816,0
2818,0
2823,0
2824,1
2834,1
2837,1
2840,1
2845,1
2847,1
2848,1
2850,1
2859,0
2862,1
2868,1
2874,1
2876,1
2892,0
2894,0
2897,1
2901,1
2903,1
2904,1
2906,0
2914,0
2918,0
2919,1
2923,1
2926,0
2928,1
2930,0
2938,0
2940,1
2949,1
2951,0
2958,1
2961,1
2962,0
2964,0
2966,0
2967,1
2968,0
2972,0
2977,0
2978,1
2979,0
2981,0
2985,0
2986,1
2989,0
2994,1
2996,0
2997,1
2999,0
3002,0
3007,0
3008,0
3017,1
3020,1
3024,0
3028,1
3031,1
3032,1
3033,0
3035,0
3040,0
3041,0
3046,0
3050,1
3063,1
3065,0
3067,1
3069,1
3076,1
3078,0
3081,1
3087,1
3088,0
3094,1
3096,0
3098,1
3103,1
3110,1
3113,0
3121,0
3127,0
3128,0
3129,0
3135,0
3143,0
3146,1
3148,1
3149,1
3151,0
3156,0
3160,1
3164,0
3169,0
3178,0
3187,1
3194,1
3202,0
3203,1
3204,1
3206,1
3207,0
3208,0
3209,0
3213,0
3214,0
3215,0
3220,0
3223,1
3224,0
3226,0
3228,0
3230,0
3232,0
3233,0
3234,0
3238,0
3246,1
3247,1
3250,0
3251,0
3254,1
3257,1
3258,0
3261,0
3267,1
3268,0
3269,1
3271,0
3272,1
3273,0
3279,0
3290,0
3291,0
3293,0
3294,1
3298,0
3305,0
3306,0
3307,1
3310,1
3313,0
3314,1
3315,0
3316,0
3321,0
3325,0
3326,1
3327,1
3330,0
3331,0
3332,0
3333,0
3343,1
3344,1
3348,0
3349,1
3350,1
3352,1
3353,0
3354,0
3358,1
3360,1
3366,1
3371,0
3374,0
3375,0
3378,0
3382,0
3384,0
3385,1
3386,1
3392,0
3399,1
3407,1
3409,1
3416,1
3420,0
3422,1
3424,1
3426,1
3427,1
3434,1
3438,1
3441,1
3442,1
3443,1
3444,1
3449,1
3453,1
3454,1
3456,1
3457,1
3458,1
3461,1
3467,1
3479,1
3488,1
3491,1
3496,1
3502,1
3507,1
3511,1
3515,1
3516,1
3538,1
3539,1
3541,1
3545,1
3546,1
3547,0
3551,1
3553,0
3556,0
3558,0
3559,0
3561,0
3562,1
3563,0
3564,0
3571,0
3574,1
3576,0
3577,1
3579,0
3580,1
3586,0
3590,1
3599,0
3600,0
3601,1
3605,0
3606,0
3612,1
3614,1
3615,0
3616,1
3620,0
3622,1
3624,0
3630,0
3644,1
3649,0
3651,1
3654,1
3665,1
3668,0
3671,0
3672,0
3673,0
3677,0
3678,0
3687,0
3688,1
3693,0
3698,0
3699,0
3701,1
3703,1
3706,0
3707,0
3709,0
3711,1
3714,1
3716,1
3720,0
3728,0
3731,1
3732,1
3733,0
3734,1
3740,1
3746,0
3749,0
3751,1
3755,0
3757,1
3762,0
3767,0
3769,1
3779,0
3781,0
3782,1
3783,1
3784,0
3790,0
3791,0
3792,0
3794,0
3799,1
3801,0
3804,0
3808,0
3809,0
3811,0
3813,1
3817,1
3818,1
3823,0
3843,0
3844,0
3846,0
3847,1
3852,1
3854,1
3856,0
3863,1
3865,1
3867,1
3871,1
3872,1
3878,1
3880,1
3881,1
3882,0
3883,1
3884,0
3885,1
3886,1
3890,1
3891,0
3898,1
3902,0
3909,0
3910,1
3912,0
3915,1
3918,1
3920,1
3925,0
3928,0
3929,0
3930,1
3931,1
3934,1
3939,0
3941,0
3942,0
3943,0
3946,0
3963,0
3965,1
3966,1
3971,0
3972,1
3974,1
3976,1
3978,1
3981,0
3985,1
3986,0
3987,0
3988,0
3991,1
3999,0
4001,1
4002,0
4004,1
4007,0
4009,0
4013,1
4015,1
4016,0
4023,0
4031,1
4035,1
4036,1
4037,1
4040,0
4048,1
4053,1
4056,1
4059,1
4066,1
4067,1
4069,0
4070,0
4071,1
4073,1
4074,0
4075,1
4082,1
4090,1
4099,0
4102,0
4106,0
4109,1
4110,1
4115,1
4118,0
4120,1
4125,0
4126,1
4130,0
4134,0
4136,1
4137,0
4144,0
4148,1
4151,1
4155,1
4162,0
4165,1
4169,1
4174,0
4179,1
4185,1
4186,1
4187,1
4188,1
4190,0
4192,0
4193,0
4194,1
4195,1
4196,0
4207,0
4208,0
4215,0
4217,1
4222,0
4223,0
4226,0
4228,0
4229,0
4231,0
4234,0
4236,1
4249,0
4254,0
4258,0
4259,0
4263,1
4267,1
4277,1
4278,1
4280,1
4283,0
4285,0
4286,0
4287,1
4290,0
4291,0
4294,0
4302,1
4308,0
4310,1
4311,0
4315,1
4316,1
4319,0
4331,0
4338,0
4339,1
4340,1
4344,0
4346,0
4347,0
4360,0
4364,1
4367,1
4369,1
4370,1
4371,0
4380,0
4386,0
4389,0
4390,0
4394,0
4399,0
4400,0
4404,0
4409,0
4414,0
4417,0
4418,0
4419,0
4420,0
4422,0
4429,0
4431,0
4433,1
4434,0
4439,0
4443,0
4446,1
4447,0
4453,1
4460,0
4461,1
4462,1
4467,0
4469,0
4473,1
4474,0
4475,1
4477,0
4481,1
4483,0
4484,1
4485,1
4495,1
4497,0
4500,0
4501,1
4502,1
4505,1
4506,1
4510,1
4512,1
4513,0
4532,0
4535,1
4536,0
4540,0
4545,1
4552,0
4554,1
4555,1
4558,1
4559,0
4560,0
4566,0
4570,1
4572,1
4574,0
4581,1
4583,1
4586,1
4591,0
4594,0
4603,0
4605,0
4612,0
4613,0
4615,0
4618,0
4621,0
4623,1
4626,0
4629,0
4633,0
4636,1
4638,0
4640,0
4643,0
4645,0
4647,1
4648,1
4651,1
4652,1
4653,1
4654,0
4660,1
4662,1
4663,1
4665,1
4668,0
4676,1
4683,1
4685,0
4686,1
4701,1
4718,1
4721,1
4727,1
4728,1
4733,0
4741,0
4743,0
4746,0
4751,1
4756,1
4761,0
4763,1
4764,1
4767,0
4772,0
4776,0
4780,1
4781,0
4792,0
4796,0
4801,1
4804,0
4805,1
4806,1
4811,0
4815,0
4816,0
4817,1
4818,0
4822,1
4824,0
4827,0
4837,0
4838,0
4839,0
4841,1
4851,1
4855,1
4861,1
4862,1
4863,0
4865,1
4871,1
4873,0
4880,0
4885,0
4886,0
4902,0
4904,1
4907,0
4916,0
4921,0
4925,0
4927,0
4928,0
4930,0
4932,0
4933,1
4937,0
4939,1
4941,1
4942,1
4947,0
4949,0
4950,1
4956,1
4960,0
4963,0
4965,1
4976,0
4977,0
4987,1
4991,1
4994,1
4999,0
5003,0
5006,1
5009,0
5011,0
5012,0
5014,0
5020,0
5021,0
5023,1
5026,1
5030,1
5031,1
5036,0
5042,1
5045,0
5048,0
5051,0
5053,0
5054,1
5057,0
5058,1
5066,0
5070,0
5077,1
5081,1
5084,0
5086,0
5090,1
5091,1
5093,0
5100,0
5108,0
5111,1
5112,1
5118,1
5121,1
5123,1
5129,1
5133,1
5143,1
5147,0
5151,0
5156,1
5158,1
5161,0
5163,1
5167,1
5173,0
5205,0
5214,1
5215,1
5216,1
5217,0
5225,1
5237,0
5239,0
5240,0
5241,0
5246,0
5250,0
5253,1
5258,1
5261,0
5268,1
5275,0
5277,0
5279,1
5288,1
5289,1
5294,1
5303,1
5307,1
5311,0
5312,0
5314,1
5318,0
5327,0
5329,0
5333,0
5334,1
5340,1
5348,0
5358,1
5360,1
5361,0
5363,1
5364,0
5369,1
5370,0
5374,1
5376,0
5388,0
5390,1
5393,1
5394,0
5395,1
5398,0
5399,1
5401,0
5402,0
5405,1
5414,1
5415,1
5419,0
5421,1
5422,1
5424,0
5427,0
5429,0
5431,1
5433,0
5434,1
5435,0
5436,0
5438,0
5440,1
5441,0
5447,0
5451,0
5453,0
5456,1
5457,1
5463,1
5464,1
5470,0
5472,1
5474,0
5478,1
5483,1
5490,0
5500,1
5504,1
5508,1
5511,1
5512,1
5513,1
5516,1
5523,1
5527,1
5530,1
5533,0
5536,1
5537,1
5542,1
5543,1
5546,1
5549,1
5550,0
5551,1
5562,1
5566,1
5568,1
5571,1
5572,1
5574,0
5583,1
5585,0
5591,1
5596,0
5597,1
5601,1
5606,1
5607,1
5610,1
5615,0
5616,0
5623,1
5630,1
5636,0
5637,1
5639,0
5640,0
5643,0
5648,0
5649,1
5660,0
5666,1
5667,0
5678,0
5679,1
5681,0
5682,0
5691,0
5696,0
5697,0
5700,1
5701,0
5702,0
5708,1
5709,1
5718,0
5723,0
5725,0
5728,1
5731,1
5735,0
5737,0
5738,0
5742,1
5747,0
5749,0
5750,0
5755,1
5756,0
5761,1
5762,1
5767,1
5768,0
5770,0
5773,0
5774,1
5779,0
5782,1
5785,0
5786,1
5787,1
5788,0
5796,1
5802,0
5806,1
5809,0
5810,1
5811,1
5813,0
5820,0
5823,1
5830,0
5831,0
5838,1
5839,0
5844,0
5846,0
5851,1
5852,1
5857,1
5859,1
5860,1
5862,1
5865,0
5866,1
5871,1
5872,1
5877,1
5878,1
5879,1
5880,0
5895,1
5897,0
5910,0
5914,0
5915,1
5917,1
5924,0
5926,0
5931,1
5936,0
5940,1
5941,0
5945,0
5946,1
5948,0
5951,1
5967,0
5968,0
5969,1
5970,0
5971,0
5973,0
5976,0
5977,0
5984,1
5986,1
5993,1
5994,1
6005,0
6006,1
6008,1
6010,1
6011,0
6014,0
6016,1
6018,1
6021,1
6025,0
6028,1
6029,1
6035,0
6040,1
6042,1
6044,1
6046,1
6052,1
6054,0
6062,0
6063,0
6067,1
6068,0
6077,0
6079,0
6080,1
6081,1
6082,0
6089,1
6095,1
6101,1
6107,1
6114,1
6117,1
6121,0
6122,1
6124,1
6129,0
6131,1
6136,1
6139,0
6142,0
6143,0
6144,0
6149,0
6155,0
6157,0
6158,0
6161,0
6168,0
6172,0
6176,0
6177,1
6179,0
6180,0
6182,0
6186,0
6189,0
6190,0
6194,0
6204,0
6205,0
6209,0
6210,0
6212,0
6214,0
6221,1
6225,0
6228,1
6229,0
6231,0
6235,1
6236,1
6237,0
6238,1
6239,1
6242,1
6249,1
6250,1
6251,1
6252,0
6260,0
6264,0
6266,0
6270,1
6275,1
6279,1
6280,1
6284,1
6285,0
6286,1
6287,1
6288,0
6289,1
6290,0
6291,1
6295,1
6298,0
6307,1
6308,0
6309,1
6313,0
6316,0
6319,1
6321,0
6324,1
6327,0
6333,1
6351,1
6352,1
6353,1
6357,1
6359,1
6360,1
6364,1
6367,0
6368,1
6377,1
6378,1
6379,1
6381,1
6390,0
6401,1
6408,0
6409,0
6411,0
6419,0
6424,0
6426,0
6428,1
6431,0
6432,0
6433,1
6435,1
6437,1
6439,0
6442,0
6444,1
6447,1
6456,1
6457,1
6460,0
6468,1
6471,1
6475,0
6476,1
6479,1
6483,1
6487,0
6488,0
6489,1
6496,0
6498,0
6502,0
6503,1
6507,0
6508,1
6509,0
6517,0
6521,1
6522,0
6524,1
6526,0
6531,1
6533,0
6538,1
6539,1
6544,1
6557,1
6558,0
6562,0
6563,0
6564,0
6574,1
6578,1
6581,0
6584,0
6587,1
6589,1
6590,0
6592,0
6595,1
6599,1
6600,0
6606,1
6609,0
6612,0
6615,0
6618,1
6620,1
6623,0
6633,1
6639,1
6640,0
6641,1
6645,0
6650,0
6651,0
6652,0
6657,0
6659,1
6666,0
6671,0
6673,0
6674,0
6677,0
6680,1
6684,0
6685,0
6691,0
6692,0
6696,1
6698,0
6704,1
6705,0
6710,0
6713,1
6715,1
6717,1
6718,0
6720,1
6728,1
6732,1
6733,1
6739,1
6740,1
6741,0
6743,1
6747,1
6750,1
6752,1
6753,0
6755,1
6761,1
6763,1
6768,1
6770,0
6771,1
6777,0
6778,0
6780,1
6782,1
6786,1
6791,1
6797,0
6798,1
6803,0
6805,0
6812,0
6816,0
6818,0
6822,0
6825,0
6826,0
6827,0
6829,0
6831,0
6836,0
6838,0
6840,1
6842,0
6846,0
6851,1
6853,1
6856,0
6859,0
6865,0
6866,0
6868,0
6869,0
6871,0
6873,1
6886,1
6887,1
6888,0
6889,1
6891,0
6894,1
6895,1
6899,1
6901,1
6902,1
6904,0
6906,0
6922,1
6923,0
6924,1
6927,1
6934,0
6938,0
6941,0
6942,0
6944,1
6947,1
6952,0
6957,1
6958,0
6964,1
6968,0
6969,1
6976,1
6982,0
6986,1
6987,1
6989,0
6991,0
6993,0
6995,0
6997,0
7000,1
7003,1
7004,0
7007,0
7011,0
7014,0
7016,0
7017,1
7020,0
7022,0
7028,0
7033,1
7034,1
7035,1
7038,1
7040,0
7041,1
7042,1
7045,0
7049,0
7055,0
7057,0
7062,0
7064,0
7066,0
7067,1
7072,0
7079,0
7082,0
7083,0
7084,1
7085,0
7087,1
7090,0
7094,0
7096,1
7099,0
7100,1
7101,0
7102,0
7103,0
7107,0
7110,0
7113,0
7117,1
7119,0
7123,1
7127,0
7133,1
7139,0
7143,1
7145,0
7151,0
7152,1
7153,0
7156,1
7162,0
7170,0
7172,0
7177,0
7181,1
7182,1
7189,1
7190,0
7200,0
7207,0
7209,0
7212,1
7216,0
7217,0
7219,0
7220,1
7222,0
7225,0
7233,0
7237,0
7238,0
7239,0
7240,1
7243,1
7245,0
7246,1
7249,1
7257,1
7258,1
7259,1
7262,1
7263,0
7269,0
7271,1
7273,0
7276,0
7279,0
7282,0
7284,1
7293,1
7298,1
7303,0
7304,1
7305,0
7308,0
7313,1
7314,1
7321,1
7322,0
7327,1
7333,1
7336,1
7339,0
7341,0
7346,1
7347,1
7349,1
7351,1
7353,1
7363,1
7364,0
7368,1
7370,1
7375,1
7376,0
7379,0
7382,1
7384,1
7385,0
7387,1
7388,1
7389,1
7394,1
7396,0
7398,1
7399,1
7401,1
7404,1
7406,1
7409,1
7411,0
7417,0
7420,1
7422,1
7423,1
7427,1
7429,1
7432,0
7435,1
7436,0
7440,0
7441,0
7445,1
7448,1
7449,1
7450,1
7454,1
7455,1
7460,1
7462,1
7464,1
7466,1
7468,1
7469,1
7471,1
7472,0
7483,1
7484,1
7485,1
7486,1
7487,1
7489,1
7492,0
7495,0
7499,1
7500,0
7506,1
7508,1
7509,0
7511,0
7516,0
7524,0
7538,1
7539,0
7541,0
7546,0
7549,0
7562,0
7564,1
7567,0
7572,0
7574,0
7575,0
7586,0
7592,1
7596,0
7597,1
7599,1
7606,1
7615,0
7618,1
7620,1
7624,0
7625,0
7629,1
7632,1
7636,1
7637,0
7646,0
7655,0
7658,0
7660,0
7664,0
7665,1
7666,0
7667,1
7673,0
7676,0
7682,0
7684,0
7690,0
7697,0
7700,0
7704,0
7705,0
7706,1
7708,0
7709,1
7710,1
7713,0
7716,1
7726,1
7729,1
7730,1
7732,1
7734,0
7740,1
7741,0
7745,1
7757,1
7762,1
7770,1
7776,0
7777,1
7778,0
7779,0
7782,1
7786,0
7791,0
7792,0
7794,1
7795,0
7796,1
7798,1
7805,1
7806,0
7808,1
7811,0
7814,1
7819,1
7820,1
7825,0
7829,1
7834,1
7836,0
7838,0
7841,1
7845,0
7846,0
7853,0
7856,0
7858,1
7859,1
7866,0
7875,0
7879,0
7884,0
7886,1
7890,1
7892,1
7896,0
7899,1
7900,1
7901,0
7904,1
7911,1
7917,1
7919,0
7920,0
7921,1
7922,0
7925,1
7927,0
7928,1
7931,0
7942,0
7946,1
7947,0
7948,0
7951,0
7956,1
7961,0
7964,1
7966,1
7967,0
7974,0
7975,0
7979,1
7985,0
7986,0
7993,0
7995,1
7997,1
7998,1
8004,1
8007,1
8011,1
8014,1
8022,0
8027,1
8033,1
8041,0
8042,1
8046,0
8048,0
8050,1
8051,1
8052,0
8053,1
8054,0
8059,0
8063,0
8072,0
8075,1
8076,0
8077,0
8078,1
8080,0
8082,1
8086,0
8090,0
8092,0
8093,1
8099,1
8104,0
8107,1
8108,1
8114,1
8115,0
8117,1
8123,0
8124,1
8127,1
8132,0
8134,1
8139,0
8145,1
8148,1
8151,0
8152,0
8153,1
8157,1
8160,1
8166,1
8167,0
8173,1
8174,0
8178,0
8179,0
8185,1
8186,0
8192,1
8193,0
8194,0
8197,0
8198,1
8199,0
8200,1
8206,1
8207,1
8220,0
8222,0
8227,0
8228,1
8229,0
8230,1
8233,1
8248,0
8249,1
8255,1
8260,1
8263,1
8265,0
8268,0
8269,1
8272,0
8273,0
8275,0
8277,1
8281,0
8282,0
8290,0
8293,0
8299,0
8302,0
8303,0
8305,0
8306,0
8307,1
8308,0
8313,1
8316,0
8319,0
8322,0
8323,0
8325,0
8326,1
8327,0
8328,1
8331,0
8333,1
8336,0
8338,0
8340,1
8342,1
8343,0
8353,1
8354,1
8357,1
8358,0
8359,0
8373,0
8376,0
8379,0
8380,0
8381,1
8384,0
8395,1
8398,1
8403,0
8407,1
8413,1
8417,1
8420,1
8421,0
8424,1
8426,1
8427,1
8438,1
8439,0
8442,1
8449,1
8456,0
8460,0
8462,0
8465,1
8466,1
8467,1
8469,0
8470,0
8474,0
8479,0
8481,0
8482,0
8485,1
8488,0
8492,0
8493,0
8495,1
8499,1
8501,1
8519,1
8521,0
8525,1
8527,0
8529,0
8532,0
8534,1
8535,0
8537,0
8544,0
8548,0
8549,0
8552,0
8554,0
8563,1
8564,0
8565,0
8566,1
8568,0
8569,1
8573,0
8583,0
8588,1
8590,0
8592,0
8593,1
8594,0
8597,0
8600,0
8601,0
8602,0
8603,0
8604,0
8605,0
8611,0
8614,0
8616,0
8617,1
8619,1
8626,0
8629,0
8630,1
8632,1
8634,0
8641,0
8645,0
8649,1
8652,0
8666,0
8671,0
8672,0
8675,0
8678,0
8679,0
8682,0
8687,1
8701,0
8703,0
8707,1
8713,1
8716,1
8719,1
8725,1
8730,0
8731,0
8748,1
8749,0
8756,1
8764,1
8765,0
8769,1
8771,0
8772,0
8773,0
8779,0
8792,1
8794,0
8796,1
8798,1
8803,1
8807,1
8809,1
8811,0
8813,0
8814,0
8818,0
8819,0
8820,1
8821,0
8822,1
8824,1
8826,1
8827,1
8828,0
8833,1
8834,0
8845,0
8847,0
8849,0
8861,1
8867,0
8868,1
8870,1
8873,0
8874,0
8876,0
8877,1
8879,1
8882,1
8884,0
8889,0
8891,1
8894,1
8895,0
8897,1
8898,1
8901,0
8904,1
8909,1
8910,1
8911,1
8915,1
8917,1
8918,0
8919,0
8922,0
8925,0
8928,1
8929,0
8930,0
8932,0
8937,1
8940,0
8943,1
8950,1
8951,1
8954,1
8958,0
8960,1
8964,1
8975,1
8977,1
8981,0
8982,0
8984,0
8988,1
8990,0
8991,1
8995,0
8997,0
9003,0
9004,0
9010,0
9011,0
9013,1
9014,1
9015,0
9017,0
9019,1
9021,0
9024,0
9032,0
9035,0
9036,0
9037,0
9043,1
9046,1
9048,1
9049,1
9050,1
9056,1
9063,0
9065,1
9066,1
9068,1
9069,1
9070,1
9073,1
9076,1
9091,1
9092,1
9104,1
9105,1
9108,1
9111,1
9115,1
9117,1
9122,1
9125,1
9127,1
9129,1
9133,1
9136,1
9138,1
9140,1
9147,1
9150,1
9152,1
9153,1
9155,1
9158,1
9160,1
9163,1
9165,1
9167,0
9168,1
9170,1
9176,1
9178,1
9184,1
9186,1
9188,1
9189,1
9190,1
9196,1
9198,0
9199,1
9200,1
9201,1
9202,0
9204,1
9205,0
9213,1
9214,1
9224,0
9227,0
9228,1
9229,1
9234,1
9236,1
9241,1
9243,1
9245,1
9256,1
9258,0
9261,1
9274,0
9279,1
9282,0
9284,0
9285,1
9291,0
9295,1
9299,1
9302,0
9304,1
9305,0
9306,1
9310,0
9312,1
9316,1
9318,1
9323,0
9326,1
9327,0
9328,1
9331,1
9335,0
9336,1
9340,1
9349,1
9352,0
9353,1
9354,1
9356,1
9357,0
9358,0
9359,1
9364,1
9366,1
9369,0
9370,1
9379,1
9381,1
9383,0
9389,0
9390,1
9392,1
9394,0
9398,0
9399,0
9400,0
9407,0
9409,0
9412,0
9413,1
9415,1
9419,0
9423,1
9424,0
9426,0
9427,0
9428,1
9429,0
9433,1
9437,0
9440,1
9442,0
9443,0
9444,1
9447,1
9459,0
9461,0
9462,0
9464,0
9473,0
9475,0
9476,0
